date,product_id,product_name,units_sold
2025-11-03,PRD001,Family Sedan Kit,0
2025-11-04,PRD001,Family Sedan Kit,0
2025-11-05,PRD001,Family Sedan Kit,2
2025-11-06,PRD001,Family Sedan Kit,2
2025-11-07,PRD001,Family Sedan Kit,2
2025-11-08,PRD001,Family Sedan Kit,0
2025-11-09,PRD001,Family Sedan Kit,2
2025-11-10,PRD001,Family Sedan Kit,2
2025-11-11,PRD001,Family Sedan Kit,3
2025-11-12,PRD001,Family Sedan Kit,1
2025-11-13,PRD001,Family Sedan Kit,0
2025-11-14,PRD001,Family Sedan Kit,0
2025-11-15,PRD001,Family Sedan Kit,0
2025-11-16,PRD001,Family Sedan Kit,0
2025-11-17,PRD001,Family Sedan Kit,0
2025-11-18,PRD001,Family Sedan Kit,1
2025-11-19,PRD001,Family Sedan Kit,2
2025-11-20,PRD001,Family Sedan Kit,1
2025-11-21,PRD001,Family Sedan Kit,1
2025-11-22,PRD001,Family Sedan Kit,0
2025-11-23,PRD001,Family Sedan Kit,0
2025-11-24,PRD001,Family Sedan Kit,1
2025-11-25,PRD001,Family Sedan Kit,0
2025-11-26,PRD001,Family Sedan Kit,1
2025-11-27,PRD001,Family Sedan Kit,2
2025-11-28,PRD001,Family Sedan Kit,0
2025-11-29,PRD001,Family Sedan Kit,1
2025-11-30,PRD001,Family Sedan Kit,0
2025-12-01,PRD001,Family Sedan Kit,2
2025-12-02,PRD001,Family Sedan Kit,2
2025-12-03,PRD001,Family Sedan Kit,0
2025-12-04,PRD001,Family Sedan Kit,1
2025-12-05,PRD001,Family Sedan Kit,2
2025-12-06,PRD001,Family Sedan Kit,0
2025-12-07,PRD001,Family Sedan Kit,1
2025-12-08,PRD001,Family Sedan Kit,1
2025-12-09,PRD001,Family Sedan Kit,3
2025-12-10,PRD001,Family Sedan Kit,2
2025-12-11,PRD001,Family Sedan Kit,1
2025-12-12,PRD001,Family Sedan Kit,0
2025-12-13,PRD001,Family Sedan Kit,0
2025-12-14,PRD001,Family Sedan Kit,0
2025-12-15,PRD001,Family Sedan Kit,1
2025-12-16,PRD001,Family Sedan Kit,4
2025-12-17,PRD001,Family Sedan Kit,0
2025-12-18,PRD001,Family Sedan Kit,3
2025-12-19,PRD001,Family Sedan Kit,0
2025-12-20,PRD001,Family Sedan Kit,0
2025-12-21,PRD001,Family Sedan Kit,0
2025-12-22,PRD001,Family Sedan Kit,2
2025-12-23,PRD001,Family Sedan Kit,2
2025-12-24,PRD001,Family Sedan Kit,0
2025-12-25,PRD001,Family Sedan Kit,0
2025-12-26,PRD001,Family Sedan Kit,1
2025-12-27,PRD001,Family Sedan Kit,0
2025-12-28,PRD001,Family Sedan Kit,0
2025-12-29,PRD001,Family Sedan Kit,0
2025-12-30,PRD001,Family Sedan Kit,1
2025-12-31,PRD001,Family Sedan Kit,3
2026-01-01,PRD001,Family Sedan Kit,4
2026-01-02,PRD001,Family Sedan Kit,0
2026-01-03,PRD001,Family Sedan Kit,1
2026-01-04,PRD001,Family Sedan Kit,0
2026-01-05,PRD001,Family Sedan Kit,1
2026-01-06,PRD001,Family Sedan Kit,1
2026-01-07,PRD001,Family Sedan Kit,1
2026-01-08,PRD001,Family Sedan Kit,1
2026-01-09,PRD001,Family Sedan Kit,0
2026-01-10,PRD001,Family Sedan Kit,0
2026-01-11,PRD001,Family Sedan Kit,0
2026-01-12,PRD001,Family Sedan Kit,1
2026-01-13,PRD001,Family Sedan Kit,2
2026-01-14,PRD001,Family Sedan Kit,1
2026-01-15,PRD001,Family Sedan Kit,0
2026-01-16,PRD001,Family Sedan Kit,3
2026-01-17,PRD001,Family Sedan Kit,1
2026-01-18,PRD001,Family Sedan Kit,0
2026-01-19,PRD001,Family Sedan Kit,2
2026-01-20,PRD001,Family Sedan Kit,3
2026-01-21,PRD001,Family Sedan Kit,2
2026-01-22,PRD001,Family Sedan Kit,0
2026-01-23,PRD001,Family Sedan Kit,3
2026-01-24,PRD001,Family Sedan Kit,1
2026-01-25,PRD001,Family Sedan Kit,0
2026-01-26,PRD001,Family Sedan Kit,0
2026-01-27,PRD001,Family Sedan Kit,3
2026-01-28,PRD001,Family Sedan Kit,3
2026-01-29,PRD001,Family Sedan Kit,1
2026-01-30,PRD001,Family Sedan Kit,2
2026-01-31,PRD001,Family Sedan Kit,0
2026-02-01,PRD001,Family Sedan Kit,1
2026-02-02,PRD001,Family Sedan Kit,3
2026-02-03,PRD001,Family Sedan Kit,3
2026-02-04,PRD001,Family Sedan Kit,5
2026-02-05,PRD001,Family Sedan Kit,1
2026-02-06,PRD001,Family Sedan Kit,1
2026-02-07,PRD001,Family Sedan Kit,0
2026-02-08,PRD001,Family Sedan Kit,2
2026-02-09,PRD001,Family Sedan Kit,1
2026-02-10,PRD001,Family Sedan Kit,1
2026-02-11,PRD001,Family Sedan Kit,2
2026-02-12,PRD001,Family Sedan Kit,1
2026-02-13,PRD001,Family Sedan Kit,3
2026-02-14,PRD001,Family Sedan Kit,0
2026-02-15,PRD001,Family Sedan Kit,0
2026-02-16,PRD001,Family Sedan Kit,1
2026-02-17,PRD001,Family Sedan Kit,2
2026-02-18,PRD001,Family Sedan Kit,1
2026-02-19,PRD001,Family Sedan Kit,3
2026-02-20,PRD001,Family Sedan Kit,6
2026-02-21,PRD001,Family Sedan Kit,0
2026-02-22,PRD001,Family Sedan Kit,0
2026-02-23,PRD001,Family Sedan Kit,4
2026-02-24,PRD001,Family Sedan Kit,0
2026-02-25,PRD001,Family Sedan Kit,2
2026-02-26,PRD001,Family Sedan Kit,4
2026-02-27,PRD001,Family Sedan Kit,0
2026-02-28,PRD001,Family Sedan Kit,0
2026-03-01,PRD001,Family Sedan Kit,1
2026-03-02,PRD001,Family Sedan Kit,1
2026-03-03,PRD001,Family Sedan Kit,3
2026-03-04,PRD001,Family Sedan Kit,2
2026-03-05,PRD001,Family Sedan Kit,1
2026-03-06,PRD001,Family Sedan Kit,1
2026-03-07,PRD001,Family Sedan Kit,0
2026-03-08,PRD001,Family Sedan Kit,1
2026-03-09,PRD001,Family Sedan Kit,2
2026-03-10,PRD001,Family Sedan Kit,1
2026-03-11,PRD001,Family Sedan Kit,1
2026-03-12,PRD001,Family Sedan Kit,1
2026-03-13,PRD001,Family Sedan Kit,3
2026-03-14,PRD001,Family Sedan Kit,1
2026-03-15,PRD001,Family Sedan Kit,1
2026-03-16,PRD001,Family Sedan Kit,1
2026-03-17,PRD001,Family Sedan Kit,2
2026-03-18,PRD001,Family Sedan Kit,3
2026-03-19,PRD001,Family Sedan Kit,2
2026-03-20,PRD001,Family Sedan Kit,2
2026-03-21,PRD001,Family Sedan Kit,0
2026-03-22,PRD001,Family Sedan Kit,0
2026-03-23,PRD001,Family Sedan Kit,2
2026-03-24,PRD001,Family Sedan Kit,1
2026-03-25,PRD001,Family Sedan Kit,1
2026-03-26,PRD001,Family Sedan Kit,1
2026-03-27,PRD001,Family Sedan Kit,1
2026-03-28,PRD001,Family Sedan Kit,0
2026-03-29,PRD001,Family Sedan Kit,1
2026-03-30,PRD001,Family Sedan Kit,2
2026-03-31,PRD001,Family Sedan Kit,2
2026-04-01,PRD001,Family Sedan Kit,3
2026-04-02,PRD001,Family Sedan Kit,2
2026-04-03,PRD001,Family Sedan Kit,0
2026-04-04,PRD001,Family Sedan Kit,0
2026-04-05,PRD001,Family Sedan Kit,0
2026-04-06,PRD001,Family Sedan Kit,1
2026-04-07,PRD001,Family Sedan Kit,3
2026-04-08,PRD001,Family Sedan Kit,1
2026-04-09,PRD001,Family Sedan Kit,2
2026-04-10,PRD001,Family Sedan Kit,2
2026-04-11,PRD001,Family Sedan Kit,0
2026-04-12,PRD001,Family Sedan Kit,2
2026-04-13,PRD001,Family Sedan Kit,4
2026-04-14,PRD001,Family Sedan Kit,0
2026-04-15,PRD001,Family Sedan Kit,2
2026-04-16,PRD001,Family Sedan Kit,1
2026-04-17,PRD001,Family Sedan Kit,3
2026-04-18,PRD001,Family Sedan Kit,0
2026-04-19,PRD001,Family Sedan Kit,0
2026-04-20,PRD001,Family Sedan Kit,1
2026-04-21,PRD001,Family Sedan Kit,2
2026-04-22,PRD001,Family Sedan Kit,2
2026-04-23,PRD001,Family Sedan Kit,0
2026-04-24,PRD001,Family Sedan Kit,0
2026-04-25,PRD001,Family Sedan Kit,2
2026-04-26,PRD001,Family Sedan Kit,0
2026-04-27,PRD001,Family Sedan Kit,1
2026-04-28,PRD001,Family Sedan Kit,3
2026-04-29,PRD001,Family Sedan Kit,0
2026-04-30,PRD001,Family Sedan Kit,1
2026-05-01,PRD001,Family Sedan Kit,0
2026-05-02,PRD001,Family Sedan Kit,1
2026-05-03,PRD001,Family Sedan Kit,0
2026-05-04,PRD001,Family Sedan Kit,1
2026-05-05,PRD001,Family Sedan Kit,2
2026-05-06,PRD001,Family Sedan Kit,4
2026-05-07,PRD001,Family Sedan Kit,0
2026-05-08,PRD001,Family Sedan Kit,2
2026-05-09,PRD001,Family Sedan Kit,0
2026-05-10,PRD001,Family Sedan Kit,1
2026-05-11,PRD001,Family Sedan Kit,1
2026-05-12,PRD001,Family Sedan Kit,0
2026-05-13,PRD001,Family Sedan Kit,3
2026-05-14,PRD001,Family Sedan Kit,3
2026-05-15,PRD001,Family Sedan Kit,2
2026-05-16,PRD001,Family Sedan Kit,0
2026-05-17,PRD001,Family Sedan Kit,1
2026-05-18,PRD001,Family Sedan Kit,2
2026-05-19,PRD001,Family Sedan Kit,6
2026-05-20,PRD001,Family Sedan Kit,1
2026-05-21,PRD001,Family Sedan Kit,3
2026-05-22,PRD001,Family Sedan Kit,2
2026-05-23,PRD001,Family Sedan Kit,0
2026-05-24,PRD001,Family Sedan Kit,1
2026-05-25,PRD001,Family Sedan Kit,5
2026-05-26,PRD001,Family Sedan Kit,4
2026-05-27,PRD001,Family Sedan Kit,2
2026-05-28,PRD001,Family Sedan Kit,0
2026-05-29,PRD001,Family Sedan Kit,3
2026-05-30,PRD001,Family Sedan Kit,0
2026-05-31,PRD001,Family Sedan Kit,0
2026-06-01,PRD001,Family Sedan Kit,4
2026-06-02,PRD001,Family Sedan Kit,1
2026-06-03,PRD001,Family Sedan Kit,1
2026-06-04,PRD001,Family Sedan Kit,6
2026-06-05,PRD001,Family Sedan Kit,3
2026-06-06,PRD001,Family Sedan Kit,2
2026-06-07,PRD001,Family Sedan Kit,0
2026-06-08,PRD001,Family Sedan Kit,2
2026-06-09,PRD001,Family Sedan Kit,1
2026-06-10,PRD001,Family Sedan Kit,1
2026-06-11,PRD001,Family Sedan Kit,0
2026-06-12,PRD001,Family Sedan Kit,0
2026-06-13,PRD001,Family Sedan Kit,1
2026-06-14,PRD001,Family Sedan Kit,0
2026-06-15,PRD001,Family Sedan Kit,3
2026-06-16,PRD001,Family Sedan Kit,0
2026-06-17,PRD001,Family Sedan Kit,4
2026-06-18,PRD001,Family Sedan Kit,2
2026-06-19,PRD001,Family Sedan Kit,4
2026-06-20,PRD001,Family Sedan Kit,0
2026-06-21,PRD001,Family Sedan Kit,0
2026-06-22,PRD001,Family Sedan Kit,2
2026-06-23,PRD001,Family Sedan Kit,0
2026-06-24,PRD001,Family Sedan Kit,5
2026-06-25,PRD001,Family Sedan Kit,2
2026-06-26,PRD001,Family Sedan Kit,2
2026-06-27,PRD001,Family Sedan Kit,0
2026-06-28,PRD001,Family Sedan Kit,1
2026-06-29,PRD001,Family Sedan Kit,0
2026-06-30,PRD001,Family Sedan Kit,2
2025-04-01,PRD002,SUV Drive Kit,5
2025-04-02,PRD002,SUV Drive Kit,0
2025-04-03,PRD002,SUV Drive Kit,1
2025-04-04,PRD002,SUV Drive Kit,0
2025-04-05,PRD002,SUV Drive Kit,1
2025-04-06,PRD002,SUV Drive Kit,0
2025-04-07,PRD002,SUV Drive Kit,0
2025-04-08,PRD002,SUV Drive Kit,1
2025-04-09,PRD002,SUV Drive Kit,2
2025-04-10,PRD002,SUV Drive Kit,2
2025-04-11,PRD002,SUV Drive Kit,2
2025-04-12,PRD002,SUV Drive Kit,1
2025-04-13,PRD002,SUV Drive Kit,0
2025-04-14,PRD002,SUV Drive Kit,5
2025-04-15,PRD002,SUV Drive Kit,2
2025-04-16,PRD002,SUV Drive Kit,2
2025-04-17,PRD002,SUV Drive Kit,1
2025-04-18,PRD002,SUV Drive Kit,1
2025-04-19,PRD002,SUV Drive Kit,0
2025-04-20,PRD002,SUV Drive Kit,1
2025-04-21,PRD002,SUV Drive Kit,1
2025-04-22,PRD002,SUV Drive Kit,1
2025-04-23,PRD002,SUV Drive Kit,2
2025-04-24,PRD002,SUV Drive Kit,2
2025-04-25,PRD002,SUV Drive Kit,0
2025-04-26,PRD002,SUV Drive Kit,1
2025-04-27,PRD002,SUV Drive Kit,1
2025-04-28,PRD002,SUV Drive Kit,2
2025-04-29,PRD002,SUV Drive Kit,2
2025-04-30,PRD002,SUV Drive Kit,1
2025-05-01,PRD002,SUV Drive Kit,0
2025-05-02,PRD002,SUV Drive Kit,1
2025-05-03,PRD002,SUV Drive Kit,0
2025-05-04,PRD002,SUV Drive Kit,0
2025-05-05,PRD002,SUV Drive Kit,4
2025-05-06,PRD002,SUV Drive Kit,1
2025-05-07,PRD002,SUV Drive Kit,0
2025-05-08,PRD002,SUV Drive Kit,1
2025-05-09,PRD002,SUV Drive Kit,2
2025-05-10,PRD002,SUV Drive Kit,0
2025-05-11,PRD002,SUV Drive Kit,1
2025-05-12,PRD002,SUV Drive Kit,1
2025-05-13,PRD002,SUV Drive Kit,2
2025-05-14,PRD002,SUV Drive Kit,0
2025-05-15,PRD002,SUV Drive Kit,2
2025-05-16,PRD002,SUV Drive Kit,1
2025-05-17,PRD002,SUV Drive Kit,0
2025-05-18,PRD002,SUV Drive Kit,1
2025-05-19,PRD002,SUV Drive Kit,2
2025-05-20,PRD002,SUV Drive Kit,3
2025-05-21,PRD002,SUV Drive Kit,0
2025-05-22,PRD002,SUV Drive Kit,0
2025-05-23,PRD002,SUV Drive Kit,1
2025-05-24,PRD002,SUV Drive Kit,1
2025-05-25,PRD002,SUV Drive Kit,1
2025-05-26,PRD002,SUV Drive Kit,5
2025-05-27,PRD002,SUV Drive Kit,0
2025-05-28,PRD002,SUV Drive Kit,0
2025-05-29,PRD002,SUV Drive Kit,3
2025-05-30,PRD002,SUV Drive Kit,0
2025-05-31,PRD002,SUV Drive Kit,0
2025-06-01,PRD002,SUV Drive Kit,0
2025-06-02,PRD002,SUV Drive Kit,1
2025-06-03,PRD002,SUV Drive Kit,1
2025-06-04,PRD002,SUV Drive Kit,1
2025-06-05,PRD002,SUV Drive Kit,2
2025-06-06,PRD002,SUV Drive Kit,0
2025-06-07,PRD002,SUV Drive Kit,0
2025-06-08,PRD002,SUV Drive Kit,0
2025-06-09,PRD002,SUV Drive Kit,2
2025-06-10,PRD002,SUV Drive Kit,3
2025-06-11,PRD002,SUV Drive Kit,1
2025-06-12,PRD002,SUV Drive Kit,2
2025-06-13,PRD002,SUV Drive Kit,2
2025-06-14,PRD002,SUV Drive Kit,0
2025-06-15,PRD002,SUV Drive Kit,0
2025-06-16,PRD002,SUV Drive Kit,1
2025-06-17,PRD002,SUV Drive Kit,0
2025-06-18,PRD002,SUV Drive Kit,1
2025-06-19,PRD002,SUV Drive Kit,0
2025-06-20,PRD002,SUV Drive Kit,1
2025-06-21,PRD002,SUV Drive Kit,0
2025-06-22,PRD002,SUV Drive Kit,0
2025-06-23,PRD002,SUV Drive Kit,1
2025-06-24,PRD002,SUV Drive Kit,0
2025-06-25,PRD002,SUV Drive Kit,0
2025-06-26,PRD002,SUV Drive Kit,2
2025-06-27,PRD002,SUV Drive Kit,1
2025-06-28,PRD002,SUV Drive Kit,0
2025-06-29,PRD002,SUV Drive Kit,1
2025-06-30,PRD002,SUV Drive Kit,2
2025-07-01,PRD002,SUV Drive Kit,1
2025-07-02,PRD002,SUV Drive Kit,3
2025-07-03,PRD002,SUV Drive Kit,3
2025-07-04,PRD002,SUV Drive Kit,0
2025-07-05,PRD002,SUV Drive Kit,0
2025-07-06,PRD002,SUV Drive Kit,0
2025-07-07,PRD002,SUV Drive Kit,1
2025-07-08,PRD002,SUV Drive Kit,2
2025-07-09,PRD002,SUV Drive Kit,3
2025-07-10,PRD002,SUV Drive Kit,1
2025-07-11,PRD002,SUV Drive Kit,3
2025-07-12,PRD002,SUV Drive Kit,0
2025-07-13,PRD002,SUV Drive Kit,0
2025-07-14,PRD002,SUV Drive Kit,0
2025-07-15,PRD002,SUV Drive Kit,1
2025-07-16,PRD002,SUV Drive Kit,3
2025-07-17,PRD002,SUV Drive Kit,1
2025-07-18,PRD002,SUV Drive Kit,1
2025-07-19,PRD002,SUV Drive Kit,1
2025-07-20,PRD002,SUV Drive Kit,0
2025-07-21,PRD002,SUV Drive Kit,4
2025-07-22,PRD002,SUV Drive Kit,1
2025-07-23,PRD002,SUV Drive Kit,1
2025-07-24,PRD002,SUV Drive Kit,3
2025-07-25,PRD002,SUV Drive Kit,2
2025-07-26,PRD002,SUV Drive Kit,0
2025-07-27,PRD002,SUV Drive Kit,1
2025-07-28,PRD002,SUV Drive Kit,2
2025-07-29,PRD002,SUV Drive Kit,2
2025-07-30,PRD002,SUV Drive Kit,1
2025-07-31,PRD002,SUV Drive Kit,0
2025-08-01,PRD002,SUV Drive Kit,2
2025-08-02,PRD002,SUV Drive Kit,0
2025-08-03,PRD002,SUV Drive Kit,0
2025-08-04,PRD002,SUV Drive Kit,1
